,Service,Tax($),Savings Plans for  Compute usage($),Relational Database Service($),EC2-Other($),CloudWatch($),S3($),Support (Business)($),VPC($),EC2-Instances($),Tetrate Service Bridge($),Glue($),OpenSearch Service($),Elastic Load Balancing($),ElastiCache($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic File System($),Elastic Container Service for Kubernetes($),Elastic MapReduce($),Managed Streaming for Apache Kafka($),CloudTrail($),Certificate Manager($),DynamoDB($),Direct Connect($),SageMaker($),QuickSight($),OCBLateFee($),DMS($),Route 53($),MQ($),Cognito($),CloudFront($),Hardened Red Hat Enterprise 7 (RHEL 7)($),EC2 Container Registry (ECR)($),Config($),SNS($),Rekognition($),Glacier($),CIS  Linux 2 Benchmark - Level 2($),Savings Plans for  Machine Learning($),Systems Manager($),"F5 BIG-IP Virtual Edition - GOOD  (PAYG, 200Mbps)($)",Kinesis($),Lambda($),Backup($),Key Management Service($),Managed Service for Prometheus($),SQS($),API Gateway($),Security Hub($),Secrets Manager($),AppFlow($),X-Ray($),Managed Workflows for Apache Airflow($),Cost Explorer($),Directory Service($),CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($),Kinesis Firehose($),SES($),Step Functions($),WAF($),DynamoDB Accelerator (DAX)($),Athena($),Inspector($),Antivirus for  S3 - PAYG with 30 DAY FREE TRIAL($),Transfer Family($),FSx($),WorkSpaces($),Budgets($),Service Catalog($),CloudWatch Events($),Pinpoint($),RHEL 8 with Support by Supported Images($),Elastic Container Service($),CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($),CIS  Linux 2 Benchmark - Level 1 (ARM)($),Elastic Disaster Recovery($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Amplify($),Fault Injection Simulator($),AppSync($),Simple Workflow Service($),CloudShell($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),CodeBuild($),DevOps Guru($),Data Transfer($),Refund($),Total costs($)
313,2024-02-07,3.16,2595.816,2301.6619686643,2065.9638430554,913.0640056096,1226.6297826839,,898.5222422198,442.4954701446,,475.5950737995,414.9396910517,516.3732886836,365.2681688193,61.2669057728,241.3748888007,265.4652067394,160.704,149.5529465117,151.1347284811,107.87253303,,199.4270107621,125.9846274452,205.4315198624,84.7472115528,,52.4862636214,60.594268668,62.7858735801,199.11951,121.2924549022,39.56,27.0314361656,58.210932,34.8953585013,52.6042875,18.1558259065,10.62,24,7.898501346,19.92,11.9203710515,19.6959033908,10.8140827287,14.2387775539,41.20968082,11.9759832674,11.2709976977,16.8201288,8.0230314734,2.6856949264,0.11058165,,2.8026534518,2.3712233426,3.64,4.2134248455,4.5307700367,4.14736e-05,3.840195282,2.808,1.5647808,,,,,,0.0279,0.401667,0.0647450804,0.0641379312,,7.67632e-05,,,,,,4.34e-08,,,4.28448e-05,3.4633e-06,0.0,,,0.0,,,,,,14936.7207215993
314,2024-02-08,,2595.816,2282.390912563,2026.7077133124,873.0806636975,1213.7299284899,,920.4132142108,478.4533013983,,483.1648984422,414.9631136207,535.2913497266,365.2681503616,59.6807044599,236.6083361174,300.6630496202,162.0272685578,157.1357693082,153.0776973578,102.79378815,,199.4260543971,126.0559860481,172.7706039287,80.2832115528,,52.4862635995,60.601043532,62.7914040323,174.884082,113.528694229,39.82,27.9251226425,50.460498,17.1564599397,49.376025,18.1558254689,10.3,24,7.346089902,19.92,11.9210246721,21.547586332,10.8301110608,14.0667708366,37.95875587,8.6954267907,10.8138339157,12.1004067,7.5990357083,3.2420394642,0.1442802,,2.8070311862,2.3963953676,3.7,4.2276819892,4.3341707187,4.02166e-05,3.68622411,2.808,1.7032857,2.6505,,,,,0.0279,0.297507,0.0754599473,0.0641379312,,0.0097550453,,,,,,4.27e-08,,,4.27992e-05,6.0377e-06,0.0,,,0.0,,,,,,14836.260633309
315,2024-02-09,,2595.816,2249.2936461137,2094.222083054,880.4906548405,1177.1636329418,,933.3257487853,494.1095984271,,466.9447551711,414.9892585268,519.9489511964,368.6393716027,68.4534665614,277.1638148536,426.3499788704,162.766744676,153.6059733485,151.3138993292,105.62385627,,130.8089361521,126.286344684,175.3835092183,80.5622115528,,52.4862636215,60.4667845412,62.788915478,191.123928,112.7796276604,40.1,27.4035294402,47.153976,10.1855836583,43.0787625,18.1558255228,10.28,24,5.323327254,19.92,11.9219302277,22.7835139108,10.8398050618,14.5529914701,21.205155755,7.5546005686,11.4042498645,11.3088186,7.832489444,4.6096680358,0.10568055,,2.8207451586,2.3931157528,3.58,4.2093387492,4.1942825909,4.18152e-05,3.988509078,2.808,5.40366735,,,,,,0.1209,0.064449,0.0779681401,0.0641379312,,7.80498e-05,,,,,,4.27e-08,,,4.1193e-05,1.277e-07,0.0,,,0.0,0.0,,,,,14932.3531383196
316,2024-02-10,,2595.816,2228.0303337703,2011.5074853134,764.1337292679,1176.4824023023,,761.5479289941,385.4483299327,,544.1208744468,415.0137842148,398.2628036198,353.1036751408,69.6765840404,230.9703237826,494.4740996205,165.1216417478,141.5561847048,153.4173561717,81.56102883,,81.9909526042,126.0825407111,175.9457961773,78.9812115528,,52.4862637986,59.685337924,62.7932878257,150.654048,99.1433328563,35.88,27.1110513295,32.66904,16.6877231696,44.0110875,18.1558253092,8.58,24,2.773277484,19.92,11.9195017012,22.3114211119,10.862960912,13.5532761261,29.66422767,7.1217786261,10.2006643092,6.6877881,6.6811352268,3.2288361326,0.10318815,,2.8304713552,2.4159015234,2.94,4.0865073563,3.2688073785,3.40576e-05,3.657713844,2.808,0.88425795,,,,,,0.6789,0.063798,0.0843590322,0.0641379312,,7.58607e-05,,,,,,,,,3.49678e-05,,0.0,,,0.0,0.0,,,,,14233.9131194658
317,2024-02-11,0.0,2595.816,2230.0032410709,1965.1641249251,741.5943245932,1099.6433725454,,788.9969446626,427.4150853411,,595.3315654098,415.0371868861,365.6768589811,353.1036274946,56.326263472,204.7295673198,497.0723318168,172.3156538016,155.4561118732,152.8728843958,74.11421472,474.04599468,81.9390498733,126.1251464136,199.5836000019,78.0512115528,,52.486263835,59.845322928,62.7674600402,126.684414,75.598815065,35.48,27.1071965147,22.585422,8.7736681775,39.7330875,18.1558259324,8.38,24,3.739358694,19.92,11.9186470379,22.1676681396,10.8688529777,14.049539562,30.087827945,5.3881055147,8.9780051442,5.2663854,7.2639615768,2.4784498947,0.1187052,,2.8484828897,2.4715985248,2.94,4.0524025887,2.9521465623,3.79598e-05,3.531533118,2.808,0.7715652,2.6505,,,,,0.6789,0.089838,0.0901123309,0.0641379312,,0.0009331084,,,,,,,,,3.93219e-05,,0.0,,,0.0,0.0,,,,,14580.2075724458
318,2024-02-12,0.0,2595.816,2252.2102341205,2042.7090808877,790.9490999121,1140.8588340416,,857.3095140492,557.6353893126,,701.8648883403,431.7252906657,380.6775773568,356.274883809,56.1580846428,215.293316373,479.6883684776,176.328,151.0771897862,153.0871890196,99.44338782,221.11258524,81.9804302291,126.055197627,181.3124605776,80.0972115528,,52.486263628,59.886006336,62.7777178954,151.287192,82.3669894388,39.68,27.3917387629,38.928684,10.7337236854,42.8020875,18.1558254832,10.8,24,8.09533287,19.92,11.9195019169,22.1527293242,10.9439731812,14.303878752,30.72539645,7.7184133812,10.3781536518,8.8511262,7.7342669587,2.4790758259,0.07660875,,2.8492788414,2.4020822196,3.6,4.1009242893,4.0456147312,4.11731e-05,3.791852766,2.808,1.59459195,,,,,,0.6789,0.132153,0.0768929289,0.0641379312,,6.92011e-05,,,,,,,,,4.19478e-05,,0.0,,,0.0,0.0,,,,,14932.4034808124
319,2024-02-13,275.7,2595.816,2255.4913098956,2034.5891074051,922.7060541842,1183.6121446344,289.2698205193,781.9296664686,600.7586257751,,690.8991960949,443.6544328036,355.9709499105,360.0227403736,58.552534945,236.2265425563,467.8930360348,178.4185564553,159.153742987,153.0363274197,108.34020492,,81.9204552483,126.2219148194,198.1733853247,81.7712115528,,52.4862636055,59.881330668,62.779284789,224.148972,105.6139529471,39.72,27.5143413455,51.8661,33.4597916901,43.92855,18.1558252821,12.32,24,6.244988316,19.92,11.9210559462,22.8992228041,10.9729338811,14.6437417791,31.4860385271,11.4631079816,12.3246372545,10.9138848,7.905066487,3.2652487044,0.0496062,,2.8769434552,2.3658059501,3.76,4.3196819336,4.46514986,4.0587e-05,4.553616882,2.808,1.87037415,,,,,,0.6789,0.580692,0.0766216017,0.0641379312,,0.0066644798,,,,,,,,,4.35326e-05,,0.0,,,0.0,0.0,,,,-20.25,15568.1885776998
320,2024-02-14,,2595.816,2316.617358806,2052.1883318971,901.1227548344,1173.1167281873,,839.5101974126,684.6159970913,,523.8046434529,466.2977598333,379.0883374256,365.7700957665,62.5330095118,224.8650750582,340.3276441613,179.1526463223,162.9971889605,153.16584006,101.78117067,,86.0718671705,126.3157468992,207.7065325013,80.2030391364,,52.4862636343,59.882647548,62.7788622361,172.989486,88.7094554205,40.16,27.8795091364,40.104204,27.6731044469,41.61285,18.1558252871,11.96,24,8.063215134,19.92,12.2937103103,23.0468570186,11.0526916193,14.5201926048,31.8006499427,10.5373943823,11.0777344665,8.6613318,7.7048231597,3.0503409292,0.11684055,,2.6635658586,2.3865324343,3.84,4.3504977233,4.2724837783,3.67302e-05,4.072954566,2.808,1.44336,2.6505,,,,,0.6789,0.187488,0.0827404515,0.0641379312,,0.0099409866,,,,,,4.11e-07,,,3.77127e-05,2.158e-07,0.0,,,0.0,0.0,,,,,14882.8171315847
321,2024-02-15,0.17,2595.816,2356.5249461519,2078.4045753155,785.7627751097,1177.5660577647,,823.5319534251,655.8717440479,,505.9463785225,472.2776853273,390.2504567711,367.8346529945,63.6071480316,236.8153096929,237.1194495925,177.5034457804,154.5121569789,155.7717329519,107.45880486,0.6975,94.1982411973,126.158696226,214.449286985,81.98286672,,52.48626366,59.87993418,62.7821290268,166.409922,84.1942531963,40.28,27.8241665199,42.509742,51.6346918213,39.2541375,18.1558361509,12.12,24,5.58628959,19.92,13.0721169553,23.0799392638,11.126417268,14.6795198628,31.8821873234,14.683227664,12.0176800232,9.1304889,8.2114215252,2.9683228224,0.1090518,,2.8274587966,2.3881569951,3.82,4.1038558336,4.0194564281,3.39189e-05,4.031981556,2.808,2.7591426,,,,,,0.6789,0.79422,0.0816789774,0.0641379312,,6.91618e-05,,,,,,3.752e-07,,,3.37463e-05,,0.0,,,0.0,0.0,,,,,14736.6067298202
322,2024-02-16,,2595.816,2390.1917763172,2101.0363829949,815.8652804691,1180.1004224101,,829.0541924532,740.887617107,,517.3675460298,472.3019084537,376.7798496524,374.4841128173,64.9684727673,235.4693394117,234.0211998231,176.328,146.5941170697,159.6939277493,108.66168081,,98.5121130348,126.2185212417,215.4283248925,81.28257672,,52.4862657144,59.860892988,62.7823974829,154.217064,77.1559690167,40.38,27.9364698806,45.018138,34.8532310807,39.8377125,18.1558484268,12.02,24,4.618444356,20.75,13.0709118821,23.2250866752,11.1477874723,14.6630949192,32.1979995951,11.6714551725,11.5699419358,9.8310114,8.084491596,4.3961953004,0.0947112,0.0254407669,2.9236810862,2.4660644062,3.84,4.1129821098,4.4668815613,3.43129e-05,4.081554834,2.808,6.44245875,,,,,,0.6789,0.339822,0.0858722035,0.0641379312,,0.0027133668,,,,,,,,,3.51987e-05,2.69076e-05,0.0,,,0.0,0.0,,,,,14887.4270882546
323,2024-02-17,,2595.816,2358.0131951891,2084.241958344,802.963834611,1118.0778215881,,786.4914813439,474.5856480358,,439.607675051,472.326093716,379.9309260691,367.834574386,63.8578846048,230.390456342,239.0202524115,177.7075188833,144.3296084488,160.1676180215,111.55098249,,97.3989996899,126.1458652683,205.8042538791,78.54186672,,52.4862667177,59.816815452,62.78196525,147.18459,72.3870812003,36.1,27.6843215109,34.560474,35.0212901518,40.3341,18.1558475626,10.56,24,4.408487184,19.92,13.0691247486,23.0006001394,11.1656997282,14.5507468359,32.6333663172,11.4414784317,11.4819380808,7.1209263,7.854153846,4.7715397528,0.083235,,2.9446493793,2.3956191645,3.84,4.0642483507,3.5505779306,3.30291e-05,4.071165246,2.808,0.92946525,2.6505,,,,,0.6789,0.189441,0.0810545509,0.0641379312,,0.0002135004,,,,,,,,,3.43575e-05,3.231e-07,0.0,,,0.0,0.0,,,,,14325.6466033164
324,2024-02-18,,2595.816,2353.714076507,2029.6886458656,790.7208058784,1096.0749306325,,761.5583689363,456.2567564645,,413.2384025307,472.3494162323,351.5479335749,367.8345312542,63.9215681941,223.2491507763,236.8219174907,178.56,144.3563338387,159.5712191137,108.33689133,,97.4299064025,126.1461817402,210.1599970497,77.79786672,,52.4862742674,59.806068,62.7621826503,131.368824,63.0644916257,35.86,27.6825614495,25.70799,9.0604434438,33.9171,18.1558481897,10.56,24,3.832369296,19.92,13.0695155247,22.7518517575,11.1806423631,14.291958558,32.6395228745,6.2895649864,10.0206898179,6.515487,8.181741696,4.1260158489,0.1129485,,2.8990251827,3.4151883001,3.84,4.0558569971,3.0512136028,3.3195e-05,3.848206674,2.808,0.81027645,,,,,,0.6789,0.187488,0.0859905201,0.0641379312,,9.08577e-05,,,,,,,,,3.35673e-05,,0.0,,,0.0,0.0,,,,,14048.2594336597
325,2024-02-19,,2595.816,2372.8614306073,2078.6773291258,807.3404503421,1104.63601073,,711.6198929498,669.5457481413,,420.4283243658,472.3718408263,359.7821590528,371.7637297087,66.2467133855,231.8590657711,228.2622709156,178.5339562028,144.3135951917,163.2695235269,119.04174189,,98.31953261,126.1264869957,206.4997924386,77.23847172,,52.486269072,59.846323608,62.7815306479,142.00821,73.435989501,39.68,27.7950409953,45.564792,0.4670455241,38.49735,18.1558476231,11.58,24,8.173034928,19.92,13.0712107897,22.800559387,11.1980987955,14.737613628,32.7242153213,5.6643540179,11.230070425,11.3552721,8.110336938,4.0540025787,0.1039833,0.0677780799,3.0077768173,3.5936786655,3.84,4.1031006493,3.3807990353,3.232e-05,3.965377932,2.808,1.0177083,,,,,,0.6789,0.198555,0.0831472675,0.0641379312,,0.0050545987,,,,,,,,,3.40809e-05,3.287e-07,0.0,,,0.0,0.0,,,,,14390.8092986846
326,2024-02-20,,2595.816,2395.9297864344,2135.9104945501,833.210864785,1133.6633638325,,847.7758621526,748.9349095254,,488.4618767672,472.3833770614,393.1107020568,375.6929291384,67.1999777311,230.3401776884,225.5650834767,178.5297408737,149.5680996057,166.4198158305,123.73886685,,116.9382352305,126.1705596713,214.5868517727,79.19286672,,52.4862673267,59.831933532,62.7838222201,138.756372,73.934219468,40.02,28.2778751953,48.787614,19.2462904525,40.1957625,18.1558471445,11.62,24,10.88216808,19.92,13.0697002338,24.3017002665,11.3027858993,14.7085185354,33.2625582425,8.7988904562,11.1752643937,9.831867,8.7546662718,3.6014488722,0.0974919,3.6808280282,3.0500283207,3.6274965246,3.84,4.090598548,4.2788156273,4.77154e-05,3.87301647,2.808,1.6542561,2.6505,,,,,0.6789,0.22785,0.0854844987,0.0641379312,,0.0067200579,,,,,,4.80377e-05,,,3.52625e-05,1.5122e-06,0.0,,,0.0,0.0,,,,,14921.5602703793
327,2024-02-21,,2595.816,2410.0365918794,2145.1531369826,813.9617326455,1209.057023967,,899.5802242971,620.4575130432,,582.8737388138,478.0504873721,419.4004662265,373.2749113292,68.3983561593,229.8210699148,226.3254859459,179.9767231194,147.1124492541,167.5994784602,115.80775431,4.185,112.1932167954,126.0764608332,214.7749376667,79.19286672,,52.4862688233,59.837727432,62.7865415405,124.155372,65.7439364344,39.62,28.4724977811,51.679356,70.6670932996,47.6439,18.1558470875,11.6,24,10.21644897,19.92,13.069875947,23.0771077207,11.3214379697,15.1274400504,33.6920209904,18.0390598818,8.954558869,10.7723574,8.3771381711,15.4140146136,0.09452985,19.2177808011,3.088386331,3.7122081756,3.86,4.0781195639,4.2706146581,4.07848e-05,3.368155368,2.808,1.1227425,,,,,,0.6789,0.2604,0.0699119726,0.0641379312,,0.0050188626,,,,,,,,,3.3546e-05,4.636e-07,2.974e-07,,0.0,0.0,0.0,,,,,15110.6546078234
328,2024-02-22,0.97,2595.816,2334.1674996639,2166.0389973589,867.5183041691,1175.0030959511,,805.5376747258,659.0227835274,,619.4579574642,479.9600062373,380.5213015771,379.0176481791,65.00561839,233.6923564278,233.5448825416,182.5255926953,149.4285696812,170.7215721652,123.11269878,1.395,127.2777294997,126.133527458,211.0997512445,79.83549672,,52.4862699325,59.8303224,62.7861091122,149.762178,73.210278042,39.76,28.3815727888,58.517526,9.6943907576,47.5729875,18.155822345,11.62,24,7.033773954,19.92,13.0710450342,23.4855814737,11.3745876371,15.2088462666,33.7923636457,8.1662219342,11.080065674,11.86587,8.7007819374,4.1686579321,0.09587835,20.8244399346,3.1089294897,3.5637722152,4.12,4.1058807169,3.9213085593,0.0003219127,3.89563407,2.808,1.1732694,,,,,,0.6789,1.052835,0.0597184337,0.0641379312,,0.0050406544,,,,,,,,,4.30947e-05,9.54e-07,0.0,,,0.0,0.0,,,,,15019.9274275407
329,2024-02-23,,2595.816,2392.2793520305,2094.1144311376,850.5644219303,1175.2385978532,,892.9789956176,801.1233983553,,517.0713524308,479.9851911014,393.7505047479,388.9918740126,70.2967912582,229.356894343,233.999001596,183.024,139.5226873125,178.8884499516,121.30666203,89.6019288,127.9643061525,126.1594965707,208.9234169175,79.84386672,,52.4862701573,59.88309246,62.7765741238,140.909322,70.8517168394,39.76,28.2859100199,42.99225,27.543014717,39.4726875,18.1558165097,11.36,24,6.49592352,19.92,15.489812007,24.0796817606,11.4410046427,15.2567115516,34.0376641909,11.1401492392,11.001419715,8.7292125,8.9096816497,5.0976654954,0.09169335,11.7410224251,3.0526173482,3.61974568,4.66,4.1154971854,3.568103782,0.0002247822,3.935986398,2.808,1.07167155,2.6505,,,,,0.6789,0.220206,0.0570564187,0.0641379312,,5.37457e-05,,,,,,1.244e-07,,,4.86282e-05,,0.0,,,0.0,0.0,,,,,15203.2126668175
330,2024-02-24,,2595.816,2315.661186647,2045.6204350034,745.667558048,1173.4202042354,,809.7735885766,778.3360639593,,510.4328122033,480.0102873692,376.1614528204,397.757101429,64.6077413703,223.7058875258,232.5182331441,184.4969036977,130.9965389785,192.1891427685,113.7862812,,127.4002201102,126.1175885183,207.5651446477,77.23893672,,52.4862689202,59.981639352,62.7714412009,125.636304,64.0794171702,35.76,28.1828273823,31.86459,45.8993807074,40.1143875,18.1558165545,10.3,24,3.295914048,19.92,17.687212062,23.3199002875,11.4932870272,14.938625832,34.2241821381,15.0454732611,10.0987958987,6.2234856,8.7934274708,4.7657421083,0.0933906,11.49877296,3.1423992276,3.6057454172,4.78,4.104054597,2.9295478287,4.45774e-05,3.826277088,2.808,0.96730695,,,,,,0.6789,0.191562,0.0518654748,0.0641379312,,5.07334e-05,,,,,,,,,4.59492e-05,,0.0,,,0.0,0.0,,,,,14717.0595288284
331,2024-02-25,,2595.816,2264.3931525331,2044.0889496309,649.1421505348,1134.4628682577,,763.3734055358,754.8507105373,,460.1525007867,480.032802878,356.4714143803,397.4548431224,64.679892006,223.5256051041,234.2936945791,185.256,131.0130747776,191.6790387779,108.91301052,,127.9148582263,126.0962717591,206.7701265365,77.23754172,,52.4862689211,60.06266616,62.7692962741,104.4257475,56.1376675068,35.8,28.200498856,26.469036,8.9308138253,36.1642125,18.1558163889,10.08,24,3.407408958,19.92,17.6871108469,23.1704132019,11.5479580977,15.294108912,34.2396026634,7.7996555244,9.1100737529,6.7815135,8.7768989708,58.5058600188,0.0848439,11.49877296,3.1494239345,3.5537190219,4.8,4.0838313598,3.0406628891,4.32587e-05,3.661830954,2.808,0.98427015,,,,,,0.6789,0.194166,0.0518366477,0.0641379312,,0.0002919084,,,,,,,,,4.47764e-05,,0.0,,,0.0,0.0,,,,,14356.1953162743
332,2024-02-26,,2595.816,2274.0736911545,2107.2441777159,642.2773642548,1195.3425000403,,896.6775519751,970.4615723696,,598.7896358487,487.4768537823,415.0824584635,397.7570860756,67.0686854931,230.4900268794,251.9431759171,185.256,146.2042677963,226.0528875211,124.77836226,0.6975,128.1355576309,126.1275360307,211.2094348122,80.4165543036,,52.4862689427,60.079171056,62.7755142308,113.289345,74.3448965127,39.72,28.4594103439,49.66101,35.5194260257,42.563775,18.1558170404,11.84,24,8.987080668,19.92,18.271263809,24.8791096198,11.6032134152,15.2223444786,34.2477107468,13.1135341365,11.6151024715,12.0728043,9.2078807678,2.8364245994,0.0904797,19.4037526888,3.1653436103,3.6648518063,4.8,4.1456310396,4.3968241084,0.0001778033,4.215747882,2.808,1.23787185,2.6505,,,,,0.6789,0.214347,0.0548460553,0.0641379312,,0.00090048,,,,,,1.675e-07,,,4.39972e-05,,0.0,,,0.0,0.0,,,,,15205.8423396094
333,2024-02-27,,2595.816,2325.4159411627,2103.6944869703,635.7554575124,1233.1055544444,,939.2077761298,976.987081986,,651.8736563813,497.7149691226,422.3258437486,404.3865872393,101.5295835215,228.4107234458,258.6620238302,186.3578633546,138.4712960311,241.7378415112,121.11700992,,127.8372278549,126.1318844189,209.2188048984,80.5195918872,,52.4862698802,60.101907696,62.7756497348,95.48682,65.5116771208,39.58,28.6744581146,156.606138,42.854415153,40.986495,18.1558175551,11.64,24,5.011205304,19.92,18.8424109583,25.4839422084,11.7041016009,15.3543524985,34.3302100707,14.2859427055,11.3842996196,9.0777579,9.0517801961,80.7194370384,0.0690897,22.8027973016,3.1069934862,3.5850444979,4.8,4.1414328712,4.1612364682,0.0001944056,3.494741202,2.808,1.11877605,,,,,,0.6789,0.215649,0.0525411171,0.0641379312,,0.0008865417,,,,,,1.691e-07,,,4.46848e-05,7.4733e-06,0.0,,,0.0,0.0,,,,,15611.402766626
334,2024-02-28,,2595.816,2302.2840487205,2172.6516538857,635.045547297,1269.3498774848,,905.1202754625,1033.0536072011,,557.2474168879,501.0282565855,400.3770333078,411.5954760496,107.8278778507,233.6892983827,265.322693625,188.7213946496,139.7101152756,265.0050976452,122.34592122,2.0925,127.38276509,126.1341255114,246.9966085334,78.8493118872,,52.4862698958,60.109222704,62.7764266929,93.062775,60.5716348027,39.6,29.0120284402,87.67065,62.1128546796,34.47882,18.1558177281,11.58,24,5.754680784,19.92,18.8420926799,25.9427725383,11.7263314009,15.7289275308,34.3547291643,17.8563889327,11.4911923383,9.8298768,9.0711687652,3.4258584589,0.0871968,22.9318260438,3.2086588414,3.6026768096,4.32,4.1533516745,4.1011060876,0.00017718,2.937377322,2.808,1.25085,,,,,,0.6789,0.231924,0.0531636563,0.0641379312,,7.13372e-05,,,,,,,,,4.57758e-05,8.43e-08,0.0,,,0.0,0.0,,,,,15557.6368854335
335,2024-02-29,,2595.816,2338.6137607223,2171.9419562371,651.1244319654,1195.8807401044,,960.3345832628,1051.2112357467,,575.7286380539,501.0523354462,455.4012093742,411.5954772156,105.5518979639,232.9474399138,256.4418472152,189.72,140.943800399,331.3422794162,124.61425539,0.6975,129.2344283617,126.1707593845,291.7270764564,80.2443118872,,52.4862665377,60.110139312,62.7747322004,88.8947475,59.6422305116,39.76,29.2020206856,51.45609,44.2063484303,36.1026,18.1558178957,11.42,24,14.442730554,19.92,19.6356468128,25.9230666036,11.7524834771,15.9654350112,34.3984587651,14.6332516668,11.692983618,10.7396772,8.9428538972,14.0397087798,0.0789012,22.99754592,2.973757,3.610212485,4.18,4.1677876395,3.9645645362,0.0004287325,2.913476508,2.808,1.09264305,2.511,,,,,0.6789,0.744912,0.0546580389,0.0641379312,,7.74375e-05,,,,,,,,,4.39699e-05,1.2687e-06,0.0,,,0.0,0.0,,,,,15751.4743016928
336,2024-03-01,106219.63,2595.816,2244.5335223235,2065.07720354,911.1831068442,1199.3522382379,33191.4654361784,818.3889595726,1078.576837608,,832.6192343418,495.8196389188,450.7167936776,404.9505774918,8385.7381020595,234.9232263856,231.4412453002,189.72,144.076923546,321.6310437215,127.69158819,5728.57386492,110.7077271798,126.1929007896,286.6153909751,86.108278788,,52.2839025496,77.77195494,62.4277823225,96.41868,0.3717904401,39.6,27.4727604828,59.47722,127.6773515711,43.0206375,16.9844746598,11.36,24,14.598081474,19.92,19.9971939513,20.3941872074,11.0195297804,14.97716304,84.48025059,25.1909330851,12.2258768551,13.22181,9.008968,3.8618215027,0.0,22.99754592,3.0154662,3.6179121871,4.32,4.1816284057,3.4598002925,0.0008347135,2.7814224041,2.808,1.2050382,,,,,,0.0279,0.0,0.0579592357,0.06,,0.004227518,,,,,,0.0001144878,,,4.60267e-05,,0.0,,,0.0,0.0,,,-1.19245e-05,-2406.62,167011.2300942084
337,2024-03-02,,2595.816,2263.0301923733,2075.2081086321,898.9991505418,1146.6520901608,,799.2576638127,891.6147991486,,475.1778309918,495.8423407663,457.3697609546,397.7570268234,95.2895073543,233.5496705896,229.3124578773,189.72,131.1806137847,322.7447342331,120.14269077,,135.5277246895,126.1267002471,262.2822510885,79.876348788,,52.2839049765,60.043198656,62.4388384789,262.20513,47.6662956859,34.98,26.9523140697,44.03271,116.1576789633,37.895175,16.9844736463,10.08,24,32.136027798,19.92,19.9963081941,24.4601380207,11.0678985713,14.55493497,88.4253087,22.4982871113,12.0279816287,7.3661301,8.5314759,2.7885580074,0.0,22.99754592,3.0205272,3.5148404224,4.36,4.1477551291,3.3452080647,4.73991e-05,2.7598267824,2.808,0.97909005,,,,,,0.0279,0.0,0.0555263402,0.06,,7.47578e-05,,,,,,,,,4.77235e-05,,0.0,,,0.0,0.0,,,-1.1882e-05,,15530.0468100128
338,2024-03-03,,2595.816,2277.4850762961,1570.6483588938,863.8310727822,1171.9747481663,,923.0532403543,902.2576138805,,477.9066190986,495.8635867844,479.5951978291,397.4547767399,103.2492820547,223.9771865281,227.2187217938,189.72,138.8611111672,323.3238055411,114.78018522,,135.7769891268,126.1109963241,262.2822451228,78.482743788,,52.2839109342,60.0184893,62.4135840711,183.85077,60.6184328823,34.84,26.9421966207,30.29568,47.2758875645,37.41855,16.9844738702,10.08,24,31.46483415,19.92,19.9958359719,24.006163776,11.116672986,15.10679139,36.547864715,13.4436271869,10.3532227679,8.1068751,9.12164925,3.4759414981,0.0,22.99754592,3.0091368,3.7691819949,4.36,4.1379563789,2.9024175885,4.55856e-05,2.6877648024,2.808,1.199886,2.511,,,,,0.0186,0.0,0.0558197495,0.06,,7.40786e-05,,,,,,1.247e-07,,,4.52795e-05,,0.0,,,0.0,0.0,,,-1.19067e-05,,14979.8684739225
339,2024-03-04,,2595.816,2255.1689397255,1833.1680750197,893.7204596561,1229.1532776274,,837.2141509147,1153.0218844092,,531.0547921002,495.8854497495,417.0746762359,403.6067260022,175.6434980359,235.2681450212,225.5137151626,189.72,141.8443730253,324.6593825272,129.65560404,,136.9129027243,126.1279976396,263.2329857844,84.340348788,,52.2839001804,60.0068759913,62.4410271852,191.162802,72.0777238975,39.64,27.2576172404,57.14292,31.3525989191,40.86885,16.9844739121,11.3,24,39.129771018,19.92,19.998943775,24.5486136448,11.1764813665,14.73013302,34.4310861978,11.4995584954,11.5764379307,15.2469873,8.4589564523,3.4849036426,0.0,17.593541989,3.0006519,3.5896034518,4.32,4.2076163404,4.2577770976,4.36399e-05,2.7406752924,2.808,4.7958984,,,,,,0.0186,0.014322,0.0591117838,0.06,,8.18761e-05,,,,,,,,,4.64921e-05,1.052e-07,0.0,,,0.0,0.0,,,-1.18724e-05,,15625.9900048539
