,Service,Tax($),Savings Plans for  Compute usage($),Relational Database Service($),EC2-Other($),CloudWatch($),S3($),Support (Business)($),VPC($),EC2-Instances($),Tetrate Service Bridge($),Glue($),OpenSearch Service($),Elastic Load Balancing($),ElastiCache($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic File System($),Elastic Container Service for Kubernetes($),Elastic MapReduce($),Managed Streaming for Apache Kafka($),CloudTrail($),Certificate Manager($),DynamoDB($),Direct Connect($),SageMaker($),QuickSight($),OCBLateFee($),DMS($),Route 53($),MQ($),Cognito($),CloudFront($),Hardened Red Hat Enterprise 7 (RHEL 7)($),EC2 Container Registry (ECR)($),Config($),SNS($),Rekognition($),Glacier($),CIS  Linux 2 Benchmark - Level 2($),Savings Plans for  Machine Learning($),Systems Manager($),"F5 BIG-IP Virtual Edition - GOOD  (PAYG, 200Mbps)($)",Kinesis($),Lambda($),Backup($),Key Management Service($),Managed Service for Prometheus($),SQS($),API Gateway($),Security Hub($),Secrets Manager($),AppFlow($),X-Ray($),Managed Workflows for Apache Airflow($),Cost Explorer($),Directory Service($),CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($),Kinesis Firehose($),SES($),Step Functions($),WAF($),DynamoDB Accelerator (DAX)($),Athena($),Inspector($),Antivirus for  S3 - PAYG with 30 DAY FREE TRIAL($),Transfer Family($),FSx($),WorkSpaces($),Budgets($),Service Catalog($),CloudWatch Events($),Pinpoint($),RHEL 8 with Support by Supported Images($),Elastic Container Service($),CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($),CIS  Linux 2 Benchmark - Level 1 (ARM)($),Elastic Disaster Recovery($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Amplify($),Fault Injection Simulator($),AppSync($),Simple Workflow Service($),CloudShell($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),CodeBuild($),DevOps Guru($),Data Transfer($),Refund($),Total costs($)
211,2023-10-28,,2595.816,1583.1116425862,1631.2512674662,919.8264448162,1189.8482601114,,682.4319988601,395.7542144476,,357.0266141597,271.972626652,333.9483568129,299.7805337148,191.5997789899,263.3348606397,103.3660299905,162.936,118.0782940947,103.5591281595,330.73033395,,39.4752273666,104.7094127325,0.1536,72.4561638,,43.4347281382,66.581925612,55.6868883188,0.0,27.6416098591,49.04,20.3607357607,23.180622,8.8166595571,32.19195,16.9844823168,22.56,24,0.297585492,19.92,7.3087349945,0.0122801681,8.2116411176,14.24521071,,4.6249892478,3.9490144466,2.8148961,4.6447923,6.9204312047,0.0219666,,6.4593795,5.5641483529,5.76,4.3442300954,2.6679883789,2.0005e-05,2.3100248424,2.808,0.47125425,,0.0,,,,0.465,0.09114,0.0369945156,0.06,,0.1114828817,,,,,,9.008e-07,,,1.90715e-05,,0.0,7.228e-06,,,,,,,,12245.7676233167
212,2023-10-29,,2595.816,1579.6241945099,1622.3044780215,947.4236484891,1239.0343943768,,656.466108852,397.6911958176,,416.97418863,293.2519708269,335.9391638278,308.9354580009,191.4023396294,256.8431999799,104.846181476,164.6178845921,116.7836588032,103.3146593539,330.6825459,,39.5431305396,128.7375980186,0.1536,72.2701638,,43.4347301132,66.6657201,55.6734698387,0.0,25.2385637803,48.36,20.2896778622,5.39493,25.6364872503,30.4284375,16.9844821609,22.52,24,0.328878504,19.92,7.3118927532,0.0125062754,7.6001950741,14.7877263,,7.6347439177,3.584307945,2.2457826,4.63994235,3.8471440746,0.02485425,,6.7667928,5.6648818478,5.76,4.485005732,2.5389012457,1.91572e-05,2.3006340744,2.808,0.4750719,1.953,0.0,,,,0.465,0.102858,0.0413487756,0.06,,0.039481176,,,,,,0.0107604973,,,2.03318e-05,,0.0,,,,,,,,,12392.6920116326
213,2023-10-30,,2595.816,1591.0509097948,1827.3995661814,920.2932744765,1410.3595520757,,768.0534762293,470.7235166143,,483.8932121045,312.0826673618,365.6009241474,314.958142172,191.3415774395,325.4090767974,107.3985880675,168.3389566216,116.1530513121,110.092145573,380.410014935,,40.6253405848,128.5588723881,0.1558304023,74.7811638,,43.4347287309,66.625789248,55.6928508429,0.0,32.7085975689,49.12,20.930632679,54.374496,18.3308132273,34.849425,16.9844819147,22.84,24,1.314213504,19.92,7.6228931156,0.0355297196,7.6391782247,14.34270505,,6.4218970427,4.3319400374,13.6652526,4.71357685,7.1526820356,0.0384369,7.9395964975,6.8345058,5.5405821101,5.78,4.5436900247,3.8920934366,1.99056e-05,2.3019336564,2.808,0.80915115,,0.0,,,,0.465,0.16275,0.0431092656,0.06,,0.1119385382,,,,,,5.412e-07,,,2.00412e-05,,0.0,,,,,,,,,13271.8783703374
214,2023-10-31,,2595.816,1591.9454735877,1841.1427212011,683.1972212201,1178.6569186563,,733.2461549444,467.1790063941,,415.4861935339,314.0867456864,440.9202173075,314.9581453835,190.3067094171,258.7469945682,107.7854268374,171.7805384418,116.1514897957,119.7490409477,347.662809075,,34.7759511037,127.9180424032,0.1540563842,74.7811638,,43.4347273099,66.6189476961,55.6910344679,0.0,33.5406735277,48.94,20.4491014334,64.109178,26.1982718982,35.137725,16.9844815007,22.9,24,1.738873824,19.92,8.4644271046,0.0667668723,7.6463613095,12.2979572,,7.6962393995,5.0198850064,13.1876325,4.72989495,5.6492315729,0.071889,22.3827124515,7.08520872,5.4534527895,6.76,4.7388839587,4.0896405896,1.94332e-05,2.4375445824,2.808,1.21620285,,0.0,,,,0.465,0.098952,0.0441571746,0.06,,0.0178595893,,,,,,2.092e-07,,,1.98937e-05,4.8346e-06,0.0,,,,,,,,,12728.5979793384
215,2023-11-01,76733.31,2595.816,1616.7837799822,1873.2021655621,1088.7739239782,1343.8234104354,22123.1500589707,798.0690445539,453.8521097689,,472.6286621085,315.4698992914,476.3707298281,314.9581700578,3646.9728193049,248.2230333508,110.1357137785,171.8062640757,116.160776717,120.9593747045,350.063901675,3104.13294852,19.7982240015,128.386623735,0.1699662931,83.59258548,,43.4347294183,82.433977914,55.8569704767,0.0,0.2050230071,48.88,21.1696056106,46.13079,34.8615021094,35.8701,17.5506306765,23.02,24,7.473247128,19.92,8.4766139383,0.0149572337,7.9051976158,15.3642538599,,7.5679435017,5.0081806518,10.62525,4.6700585524,5.6393480121,0.0,26.7338536904,7.04043418,5.4323038306,7.26,5.119885145,3.2175479428,1.95721e-05,2.4106442184,2.808,0.5634126,1.953,0.0,,,,0.0,0.0,0.0476861697,0.0620000016,,0.014394316,,,,,,4.9653e-06,,,1.84427e-05,2.4367e-06,0.0,,,,,,,,-1548.62,117346.7317733908
216,2023-11-02,,2595.816,1616.5692250554,1864.0605294484,1286.4319588859,1472.6452526452,,754.8577406757,465.420415996,,475.5423195864,317.3629421942,486.6047058844,314.9581742993,193.4454671271,340.8457465011,110.8170138602,173.17718268,116.1530513124,120.6889122726,385.935494325,,37.7304251948,129.9347153912,0.1714216982,82.66398048,,43.4347297481,66.71258838,55.8614805511,0.0,0.2808203533,49.08,177.351691655,45.45189,10.4855521492,33.8764125,17.5506309304,23.02,24,1.798498542,19.92,8.4710997256,0.0145753252,7.5707213727,14.6206501482,,4.7699492463,5.1702116294,12.0240165,4.8424950186,4.106814927,0.0,19.8471185224,6.79879135,5.4159022513,6.58,4.9337292138,4.2495346506,1.93701e-05,2.3904241584,2.808,0.61437195,,0.0,,,,0.0,0.0,0.04500915,0.0620000016,,0.045243163,,,,,,2.087e-07,,,1.89546e-05,2.03837e-05,0.0,,,,,,,,,14026.0376875438
217,2023-11-03,,2595.816,1610.3731807913,1920.4112966863,1153.7808632619,1492.3904742554,,763.3046476869,457.3802941217,,490.6496176128,318.3098730745,480.9952278402,319.6676986339,192.1070938886,398.8720798755,111.3567078435,173.0635937735,112.6264972988,120.1391769424,177.13673823,,39.3739670744,129.4269199506,0.1587199992,82.19898048,,43.4347298866,66.708327492,55.8653545136,0.0,2.4020402768,49.14,141.8326378699,40.34619,31.3051353383,37.9707375,17.5506319065,23.44,24,2.531170026,19.92,8.4664567852,0.063194846,7.5441610753,13.8763054284,,7.7810953371,4.9135161883,10.5782571,4.8716536163,5.8068626674,0.0,15.37080192,6.93935248,5.5925855144,6.24,4.7461159159,3.911822038,1.91616e-05,2.4079250844,2.808,0.47170065,,0.0,,,,0.0,0.0,0.0459880698,0.0620000016,,0.0179135513,,,,,,0.0125565067,,,1.8055e-05,,0.0,,,,,,,,,13808.5149061238
218,2023-11-04,,2595.816,1609.4983716696,1845.486905651,1091.5720766789,1485.194749497,,743.8542702094,431.7701609493,,474.4932459948,318.3098835102,429.164388644,324.3772230896,190.9284601064,449.1732713105,111.5278575375,171.864,113.4297656771,120.5721477665,90.354900045,,40.7248943021,128.906676938,0.1587199992,79.22344548,,43.4347273153,66.680866452,55.8668076475,0.0,42.7730981894,48.4,130.5071997222,26.1144,60.3824309039,37.685925,17.5506318842,23.52,24,0.71997252,19.92,8.4649647373,0.0126314425,7.5513427538,13.8009000984,,13.928982667,4.6162776026,4.7955915,5.0388665826,6.0478186813,,15.37080192,7.03330914,5.5353660225,6.24,4.6299648925,3.5674012145,1.91558e-05,2.3825251104,2.808,0.46860375,2.0925,50.75,,,,0.0,0.0,0.0460783659,0.0620000016,,0.0579499932,,,,,,0.0783946133,,,2.00219e-05,,0.0,,,0.0,,,,,,13609.3377849577
219,2023-11-05,,2595.816,1607.1697043764,1785.6278921737,1075.6347483477,1276.0672972906,,748.6512415127,409.5656185414,,438.8690525679,318.3099161529,420.5703070217,324.3772276607,191.8820970183,280.5581296221,110.8867995897,171.864,114.4202234656,120.1078439456,49.03401471,,39.2579844563,126.9392300436,0.1587199992,78.57244548,,43.4347273264,66.636505824,55.8518576461,0.0,30.166661113,47.28,182.7117793856,18.16104,33.6501406702,32.364,17.550631916,23.5,24,0.410185056,19.92,8.4742357824,0.0124071161,7.5571001428,14.6853955089,,9.169664997,4.2673142061,6.5387835,5.3304034992,7.2688063638,,15.37080192,6.69185902,5.4761301567,6.22,4.9908113275,2.7085817854,1.986e-05,2.3714019384,2.808,0.45150105,,1.75,,,,0.0,0.0,0.0444783215,0.0620000016,,0.0864710674,,,,,,5.31548e-05,,,2.02368e-05,,0.0,,,0.0,,,,,,12992.3142638698
220,2023-11-06,,2595.816,1642.2783983265,1888.1289442656,1323.3290564533,1478.35473729,,774.4522317467,441.9168058907,,544.1849393844,318.3098934164,453.024883951,324.4144313108,192.8925293805,419.0276223955,110.7845741729,170.2511760194,120.9086622143,120.1471540424,84.16768677,,50.3315154858,128.5973990768,0.1593194002,80.24644548,,43.4347273326,66.646717968,55.8701523304,0.0,50.3013284433,48.84,177.8980789398,41.34873,9.2903477131,41.5884375,17.5506316716,23.56,24,2.422998378,19.92,8.4741553535,0.0686596769,7.6332563348,14.4792397231,,4.9748101365,4.816683308,12.4679613,5.4332904329,6.1251941255,,15.37080192,6.78570377,5.6393539223,6.2,4.9924591836,3.8387808882,1.79104e-05,2.3924511864,2.808,0.5392233,,1.75,,,,0.0,0.0,0.0457117235,0.0620000016,,0.1059665172,,,,,,4.56817e-05,,,1.99981e-05,,0.0,,,0.0,,,,,,13999.4003431442
221,2023-11-07,0.0,2595.816,1653.7384692377,1938.8157917484,1226.1395965701,1443.0607670713,,799.6961552342,445.3360667719,,445.8815907624,306.1543037229,474.1295536382,324.4330350636,192.3992568743,389.5060709666,126.3919145749,169.8474429992,125.3072462394,119.9827424043,79.759078965,0.6975,58.4081569083,128.3870692726,0.1593148009,81.08344548,,43.434727422,66.661229688,55.873739357,0.0,53.2333787082,49.0,84.8222870366,62.67549,8.6228404985,45.3270375,17.5506317981,23.54,24,3.370554174,19.92,8.4734509265,0.0816932993,7.6401474417,14.2463678279,,7.4890541454,4.9468967228,15.2682285,5.40179805,6.0902623191,,15.37080192,6.90937703,5.5533774354,6.24,4.9494938993,4.892033767,2.06107e-05,2.4020534364,2.808,0.54880695,2.0925,1.75,,,,0.0,0.0,0.0451883505,0.0620000016,,0.119256477,,,,,0.2,6.61e-07,,,1.98293e-05,,0.0,,,,,,,,,13806.7433150895
222,2023-11-08,,2595.816,1663.7137296481,1911.3071175498,1251.8936445482,1354.9435454261,,795.6645736745,440.7338572622,,448.2173567121,302.3897800405,492.9422483945,344.2838882766,189.3909510274,313.4922962408,139.7836443256,173.1627057335,121.0923775108,119.4464655021,62.61828384,4.185,52.920683366,126.4270882168,0.1626498498,80.99044548,,43.4347273209,66.65314092,55.8673285542,0.0,39.4929441487,48.52,22.1265564056,48.32094,24.3515025064,39.620325,17.5506313751,23.52,24,4.603204074,19.92,8.4783167633,0.0736089672,7.6470610371,14.8400526528,,10.7414827022,4.8156153072,11.1036606,5.41747785,4.8481183898,,15.37080192,7.15905165,5.4671002473,6.3,5.1471740754,4.2657240005,2.09059e-05,2.3872599264,2.808,0.8258307,,1.75,,,,0.0,0.0,0.045966814,0.0620000016,,0.1061464534,,,,,,2.45e-07,,,2.13805e-05,4.5983e-06,0.0,,,0.0,,,,,,13583.2201301182
223,2023-11-09,,2595.816,1688.1536766623,1878.4254073029,1272.3844631193,1365.9869088888,,704.5437694684,344.393987815,,427.7398251984,327.6412491197,445.5229736521,373.3835922139,190.9394562078,331.0967808829,122.7605073948,169.2637442051,115.426828561,120.0732016835,67.10257551,2.0925,50.5257375933,125.8865335398,0.1769145257,82.10644548,,43.4347273208,66.69917034,55.8626720412,0.0,34.2160329699,48.36,21.6802067976,54.643824,8.66527396,31.02945,17.550631263,23.5,24,4.968750618,19.92,8.4758821862,0.0884332162,7.6764544112,15.0821379571,,7.9990156522,4.7344797463,13.4096235,5.3963890663,6.1502566074,0.0,15.37080192,7.08349752,5.4356421217,6.28,5.0716064574,3.4707856475,2.15514e-05,2.3873893824,2.808,0.50796135,,1.75,,,,0.0279,0.0,0.0461916472,0.0620000016,,0.1105745689,,,,,,,,,2.11552e-05,0.000256832,0.0,,,0.0,,,,,,13375.3991408334
224,2023-11-10,,2595.816,1708.2680257693,1968.5757444047,1505.1687669007,1519.9386816849,,820.969734949,364.9228031754,,417.5461492128,327.6412990793,490.5295220361,373.0813457089,194.7550974078,365.6644265797,124.569599806,171.0350652445,113.884751015,120.6647108373,386.59074489,0.6975,50.819420227,132.9818001106,0.1645145056,78.01444548,,43.4347273267,66.6563741719,55.8642959417,0.0,38.1182891207,48.6,21.7561905612,43.137492,31.9233700243,33.59625,17.5506311316,23.52,24,1.027993914,19.92,8.4758178057,0.0979112315,7.6976979984,15.1709028437,,9.3344640051,4.8586229065,9.3068076,5.4779247492,7.6891486365,0.0,15.37080192,7.10283315,5.5443889224,6.24,5.0455210105,3.2545427133,2.03274e-05,2.4088591764,2.808,0.7038147,2.0925,1.75,,,,0.0279,0.0,0.0459434657,0.0620000016,,0.040377384,,,,,,,,,1.94064e-05,2.2837e-06,0.0,,,0.0,,,,,,14422.0125854547
225,2023-11-11,,2595.816,1692.9306878364,1879.5279865995,983.6225971802,1145.349889658,,663.2298721077,202.6694573755,,406.3915213206,327.6413600353,522.3279235443,365.222850753,195.1319494705,200.5737444733,125.731278329,174.096,113.8862303455,119.6325253873,481.491680235,7.6725,37.5048583663,125.6070783542,0.1587199992,77.08444548,,43.4347294754,66.569145552,55.8600773722,0.0,27.9223505773,48.14,21.3880889982,27.262392,16.0232364205,30.483075,17.5506315893,23.52,24,0.487096614,19.92,8.4698827518,0.0862034684,7.7761576973,12.7109013606,,6.8448134198,4.2574662744,6.0899562,5.4332382492,6.1939316666,,15.37080192,7.10660244,5.5479192296,6.24,4.8389381629,2.6333654032,1.98432e-05,2.3629370784,2.808,0.4800753,,2.1,,,,0.0279,0.003906,0.0436700556,0.0620000016,,0.0179367931,,,,,,4.27e-08,,,2.12027e-05,2.8869e-06,0.0,,,0.0,,,,,,12973.3686278977
226,2023-11-12,,2595.816,1671.431318076,1835.635212724,868.7194447658,1053.0977657964,,664.5645340161,158.8181358521,,417.7647770817,327.6413641009,538.7333339436,365.2228531612,190.873647874,173.9686291186,122.7560698078,174.096,113.8827785721,117.8070920243,515.02906914,,35.5730546547,125.5295743107,0.1587199992,76.80544548,,43.4347297053,66.5335858721,55.8401865939,0.0,20.6454300778,46.8,21.390444239,18.076968,7.9478830055,1.1078625,17.5506315208,23.52,24,0.648504438,19.92,8.4701211958,0.0163937579,7.7813921988,12.3764761512,,4.8490831048,3.3297905555,2.7380502,5.4300297492,6.0834172154,,15.37080192,7.2462748,5.6265229289,6.24,4.8056957153,2.6016335849,2.19108e-05,2.3701475544,2.808,0.48271185,,1.75,,,,0.3069,0.033201,0.0440494196,0.0620000016,,0.1056904546,,,,,,,,,2.0944e-05,,0.0,,,0.0,,,,,,12612.2694726643
227,2023-11-13,,2595.816,2087.645474108,2047.2859049055,895.7269715998,1123.3497975707,,678.2694433251,256.0595120901,,485.5571526939,355.3125561773,570.0368249727,365.2228578609,191.0545275211,176.9607309353,120.7353747506,172.3508451057,113.8810526857,116.5532397489,176.77859337,,42.1061119852,125.6284744452,0.1587199992,78.57244548,,43.4347280385,66.5084751565,55.862648879,0.0,33.3109607345,48.52,21.5177307727,52.872174,41.46533933,39.1158,17.5506315354,23.52,24,1.124496666,19.92,8.4705416516,0.089606211,7.7891294491,12.3317703284,,11.3550266979,3.9103588055,13.7312733,5.5295955492,6.1798856312,,15.37080192,6.59929395,5.5062088107,6.24,4.8027880231,3.8007457705,1.76139e-05,2.3798835384,2.808,0.5769255,2.0925,1.75,,,,0.5859,0.036456,0.0438852046,0.0620000016,,0.0145133714,,,,,,,,,1.98333e-05,,0.0,,,0.0,,,,,,13385.8427236049
228,2023-11-14,,2595.816,1729.9158442087,1957.3805316542,826.7563564911,1128.8553302697,,637.854122645,212.3141117827,,420.7412160324,370.4515752045,558.5193784419,365.2228628272,191.2557272417,179.1209941115,125.0220369173,171.864,113.6989639323,117.4803502104,15.09167172,,52.946452107,125.655512314,0.1587199992,75.78151548,,43.4347268745,66.604467324,55.8644470321,0.0,34.5533481272,46.82,21.6315045437,37.092864,57.5415795495,37.225575,17.5506316153,23.5,24,0.670035984,19.92,8.4686975856,0.0837309281,7.7960314321,12.6771075395,,14.1525689319,3.9052247586,5.0677188,5.3862494818,4.7588628744,,15.37080192,7.07898423,5.4861337195,6.24,4.7197910318,2.8900410959,2.1273e-05,2.3824045824,2.808,0.4883709,,1.75,,,,0.5859,0.035805,0.0434089925,0.0620000016,,0.0842008626,,,,,,,,,2.14091e-05,,0.0,,,0.0,,,,,,12570.6345309915
229,2023-11-15,,2595.816,1744.9410568646,2021.7253468802,699.670134516,1092.1219562252,,700.0426186802,254.0931306109,,337.8877276446,374.2415398837,580.7168178975,365.2228685816,193.4876072161,176.2246924744,126.8413365362,171.8406875617,116.3925260877,117.6978822539,9.860149695,,52.9619691909,125.7382402148,0.1587199992,78.01491048,,43.4347267722,66.653184072,55.8696660671,0.0465,35.2138436646,48.1,125.0268537199,46.080198,17.9624834613,36.7384875,17.5506315083,23.5,24,0.886801314,19.92,8.4700198763,7.9761753864,7.8314116551,12.6288288666,,7.655614712,3.9206433758,11.4295884,5.6137915476,7.6370253903,0.0,15.372272066,7.12121894,5.6062687965,6.24,4.8003556796,3.804480194,2.10595e-05,2.3906570304,2.808,0.51524325,,1.75,,,,0.5859,0.034503,0.0439086601,0.0620000016,,0.0180318451,,,,,,,,0.0025884017,2.08792e-05,,0.0,,,0.0,,,,,,12620.9998645876
230,2023-11-16,,2595.816,1767.6861030023,2032.8367797449,690.7176940778,1097.1197271118,,736.2156697771,327.8947341112,,360.7491974805,376.136383817,602.8938817104,365.2228735136,193.0768205166,174.8396090028,131.9096230229,171.864,120.1597044998,117.7553865083,11.354808495,,52.972573262,125.8528959251,0.1600679441,79.96791048,,43.4347266484,66.662868348,55.8690441874,0.0,35.8803132641,48.54,229.5357711051,73.583274,24.9419127758,37.9591125,17.5506313099,23.5,24,1.090470012,19.92,8.4731280102,24.4409058895,7.8670030726,12.7831013013,,8.4989864296,4.1837701526,15.1092543,5.5758242976,7.4827544561,0.0,15.37080192,7.55534976,5.5228771097,6.22,4.9417554152,3.8067831464,2.03468e-05,2.4001084344,2.808,0.57274515,2.0925,1.75,,2.2748237166,,0.5859,0.036456,0.0458362848,0.0620000016,,0.1061093457,,,,,,,,0.0026043499,2.16856e-05,,0.0,,,0.0,,,,,,12986.2399887301
231,2023-11-17,,2595.816,1766.4685928265,2171.9219303819,847.2716017281,1187.905868682,,788.7421822292,372.6840114347,,394.2162685285,376.1363222001,642.9744614233,365.222879452,192.3322218863,208.2221091681,144.1993532194,171.864,120.2945673121,117.7236221783,26.571779115,,55.5188544763,127.402592205,0.1591529088,81.45591048,,43.4347266266,66.673780596,55.8642557105,0.0,36.238750499,48.58,232.5342246039,82.640172,32.242350573,31.1236125,17.5506311417,23.52,24,1.193989428,19.92,8.4758713313,38.33546019,7.8935004268,13.771149114,,9.2482437878,4.2854764714,14.5393968,5.5726679808,6.2762543229,0.0,15.37080192,7.25318501,5.597469172,6.2,5.0049047118,3.9298705149,2.06849e-05,2.3967263964,2.808,0.9479304,,1.75,,4.6726495075,,0.5859,0.036456,0.0449179333,0.0620000016,,0.0179907,,,,,,,,,2.06079e-05,3.6714e-06,0.0,,,0.0,,,,,,13635.697643171
232,2023-11-18,,2595.816,1756.3201724485,1946.7277487558,993.3370730118,1215.0631356582,,757.5617511813,312.3641292552,,372.2747545895,376.1363183498,668.95791558,365.222884197,191.2665796482,220.1386258947,139.8482902363,171.864,119.2190926501,121.5369303161,37.30587306,1.395,56.9024655404,139.1913746225,0.1587199992,74.94591048,,43.434726637,66.701386716,55.8685912203,0.0,34.3025761794,47.72,228.310539389,36.880266,48.4513382465,27.2431875,17.5506312323,23.52,24,0.87561453,19.92,8.4779377331,37.9966951567,7.9031146041,14.118361824,,12.0280943006,4.1178239089,6.0884403,5.5166065476,8.9850492912,,15.37080192,7.00767028,5.4672231911,6.2,5.1471479159,3.2088774994,2.06437e-05,2.3773786764,2.808,0.64272765,,1.75,,4.6732791949,,0.5859,0.036456,0.0443520048,0.0620000016,,0.0567899058,,,,,,,,,2.10966e-05,,0.0,,,0.0,,,,,,13469.0043727715
233,2023-11-19,,2595.816,1803.2230939465,1848.2817497692,980.5081338084,1224.778065517,,705.0577171589,313.6382713414,,355.8558296453,376.1363972633,650.67451853,365.2228886184,191.0703280653,223.0713050682,137.2124340497,171.864,119.1911315627,117.5670556818,36.36322041,,55.7397933973,138.9929789132,0.1587199992,74.66691048,,43.4347266265,66.476428644,55.8558047656,0.0,23.0998692521,46.72,226.4619300124,26.614926,37.8986340624,20.9122125,17.5506312511,23.52,24,0.72589569,19.92,8.4785557065,37.4589357719,7.9091988919,14.235904524,,9.3334001464,3.4401014008,3.9541182,5.5121564976,5.6444668856,,15.37080192,7.16598139,5.5678976063,6.22,5.1646377737,2.6441708281,2.12132e-05,2.3771430144,2.808,0.62246295,2.3715,2.1,,4.6739702807,,0.5859,0.033852,0.0434096916,0.0620000016,,0.1061274381,,,,,,,,,2.04205e-05,,0.0,,,0.0,,,,,,13272.1663365828
234,2023-11-20,,2595.816,1773.9576177391,1989.2794714513,1064.4446330552,1355.2854436824,,789.8938803624,382.1596007505,,483.6097159014,376.1366336833,609.6670725566,367.3386427303,193.0597727035,278.1673605634,132.2241319357,173.4817886554,119.2215582011,117.7128430067,56.230415625,131.69555904,59.4327208168,136.4968887577,0.1596000339,77.82891048,,43.4347266267,66.439416132,55.8711833068,0.0,34.1717961802,48.08,227.0283168241,34.008612,40.1449777678,36.55365,17.550631262,21.62,24,4.680542688,19.92,8.4793261797,36.3340424988,7.9534925173,14.356385094,,9.1851104314,4.437363063,9.6013851,5.7369323332,5.7442375012,,15.37080192,6.99488092,5.515993167,6.22,5.2246276893,3.900701574,1.95959e-05,2.3690514564,2.808,1.09215945,,1.75,,4.6746186054,,0.5859,0.076818,0.0454691089,0.0620000016,,0.0690105875,,,,,,6.636e-07,,,1.94274e-05,,0.0,,,0.0,,,,,,14095.3924614049
235,2023-11-21,,2595.816,1765.1154077489,1958.9015044923,898.2682833663,1304.2285751942,,856.9282299137,350.288276246,,416.246640555,373.7929605425,711.5028863393,365.2228977027,192.9127934568,261.4750361773,132.5660421019,172.9360778577,119.2222978672,117.7128034472,47.441688705,,58.8388602507,138.4044529376,0.1613453041,75.50530548,,43.4347270915,66.443895756,55.8686757965,0.0,31.7038923684,47.8,235.4465699154,60.385272,41.2293399998,36.9954,17.5506310541,20.64,24,3.541308126,19.92,8.4780816438,25.7907318436,7.9657202175,14.0973696583,,9.2851352436,4.3671056879,13.3458534,5.7440551008,3.0786841717,0.0,15.37080192,7.05502371,5.5016055672,6.24,5.1677617257,3.9949984025,2.10159e-05,2.3647572744,2.808,1.33867455,,2.1,,4.6753209491,,0.5859,0.072912,0.0449574769,0.0620000016,,0.0179645832,,,,,,,,0.002051044,2.21378e-05,4.45e-06,0.0,,,0.0,,,,,,13768.0035915696
236,2023-11-22,,2595.816,1748.9873261261,1908.7269225867,1007.0613513993,1550.457449015,,797.3448807548,344.904620692,,466.8876810963,370.5118458937,592.6530554399,365.2229026524,192.3935698977,408.0879924365,136.7622865097,171.864,119.3301383211,117.7478992158,90.67254852,2.79,66.345878099,137.2696085916,0.1588976034,76.06330548,,43.4347273561,66.539903004,55.8725459858,0.0,30.2160222166,47.84,119.6535225292,50.009634,24.4917278364,35.4609,17.5506312196,20.66,24,4.667060106,19.92,8.4762516886,25.8379413649,7.9869360801,15.1932573756,,6.0054411888,4.2947666924,9.7034805,5.7488585508,3.5887262887,,15.4136047802,6.99800479,5.5603568997,6.24,5.1145206893,3.8207411682,1.95807e-05,2.3683141524,2.808,1.03028655,2.79,2.1,,4.6759422168,,0.5859,0.145824,0.0446713934,0.0620000016,,0.1283245333,,,,,,,,,1.90379e-05,1.65838e-05,0.0,,,0.0,,,,,,13975.0990406919
237,2023-11-23,0.34,2595.816,1776.7816945808,2095.2323121141,1045.2994067081,1539.2875456853,,745.6463241277,373.5818762915,,467.8986576833,372.1454299135,542.6267410214,365.222906421,330.0124967764,383.8865828733,136.2095998838,171.9442118025,119.1917590203,117.7648769371,89.861099805,,66.7147419523,134.66061556,0.1587199992,78.6673054824,,43.4347273503,66.43755576,55.8731362585,0.0,31.375719866,48.14,137.7904792408,62.270172,42.389446141,36.811725,17.5506310426,21.02,24,4.607114352,19.92,8.4764148497,29.0955012398,8.0119795133,14.8730967756,,14.9811049974,4.2198560446,14.107263,5.7451555845,3.3769559952,0.0,15.37080192,7.26106932,5.5347811449,6.24,5.1044371841,3.5151925143,2.20709e-05,2.3718963264,2.808,1.8480867,,1.75,,4.6766337757,,0.5859,0.381654,0.0453175116,0.0620000016,,0.0181352734,,,,,,,,0.0012530343,2.11546e-05,4.0283e-06,0.0,,,0.0,,,,,,14321.0341456104
