,Service,S3($),Tax($),Relational Database Service($),EC2-Other($),CloudWatch($),Support (Business)($),EC2-Instances($),Glue($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),VPC($),OpenSearch Service($),ElastiCache($),Elastic Load Balancing($),DMS($),CloudTrail($),Managed Streaming for Apache Kafka($),Elastic File System($),QuickSight($),Rekognition($),Elastic Container Service for Kubernetes($),SNS($),Glacier($),Hardened Red Hat Enterprise 7 (RHEL 7)($),SageMaker($),DynamoDB($),Lambda($),Backup($),Kinesis($),Route 53($),AppFlow($),SQS($),Step Functions($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),Managed Workflows for Apache Airflow($),CloudFront($),Secrets Manager($),Athena($),CIS  Linux 2 Benchmark - Level 2($),Transfer Family($),Config($),Cognito($),CloudWatch Events($),Kinesis Firehose($),Cost Explorer($),RHEL 8 with Support by Supported Images($),X-Ray($),Direct Connect($),Service Catalog($),SES($),Systems Manager($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Simple Workflow Service($),CloudShell($),Elastic Container Service($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
299,2024-01-24,906.3593559117,,508.7017915322,380.7235665413,153.5105790564,,133.9997647024,158.7726380539,54.8816594976,147.9153081909,138.7451368236,131.5313128588,72.4886893357,47.2960822834,134.1854907616,38.418124851,0.0,44.5244504525,33.9641156611,36.812639412,40.1422875,24.552,40.6171501656,15.0740018043,15.84,0.0,8.6233418868,12.7016324319,9.0583909213,,5.67030486,2.1080459045,7.9391294631,7.444e-07,1.8089518296,1.56060699,1.2248427572,,1.4321368872,0.7424232,0.35436255,,,,0.3052725,0.04952808,,0.3162,,0.11079555,,0.003906,,0.00116064,,,5.103e-07,,0.0,0.0,,,0.0,,,3313.0671791023
300,2024-01-25,902.5714153806,,638.7269193882,373.9691812701,160.386544457,,128.7755181694,175.90075101,53.2953590187,148.8083471326,138.0332489299,107.2587721434,72.4886825658,47.2960822924,107.3120921106,38.418124857,0.0,44.9327607622,34.0156676078,35.975639412,41.2908375,24.552,32.8515080691,15.0740018043,15.84,0.0,8.6263581391,12.8648959101,9.0670610967,,5.669923188,2.1341787257,6.4734160008,9.694e-07,1.8089518296,1.5572122,1.2634180979,,1.7890506565,0.7448691,0.1622664,,,,0.27807,0.05208279,,0.186,,0.11133495,,0.003906,,0.00900612,,,1.0113e-06,,0.0,0.0,,,0.0,,,3390.5754570662
301,2024-01-26,893.0904374094,,687.3588411986,364.0345460595,138.4980762446,,129.5790348321,167.8620667651,52.2890435202,156.7206174387,138.9753997237,90.9962117528,72.4886914171,47.2960822918,130.4764098952,38.418124862,0.0,43.3763204095,34.0056765543,35.417639412,35.7201375,24.552,16.6277203726,15.0740018043,15.84,0.0,8.6243570754,12.5494855119,9.0726233014,,5.669279256,1.7438001018,3.5059707913,9.66e-07,1.8089518296,1.55943153,1.1284475858,,1.1282124345,0.73238385,0.13827705,,,,0.16926,0.05506809,,0.2976,,0.0984684,,0.003906,,0.0010881,,,1.0051e-06,,0.0,0.0,,,,,,3376.9836923423
302,2024-01-27,886.1445396704,,688.3528501565,362.057622295,164.4942883368,,85.4553616143,165.4355920838,52.3902151728,154.837361398,133.2126166688,88.2556045224,72.4886775014,47.2960822876,93.7455783177,38.418124861,0.0,44.3540306122,34.0186311154,35.417639412,35.7224625,24.552,8.4563561858,15.0740018047,15.84,0.0,8.6294164559,0.0569375917,9.0781182372,,5.669617404,1.9851188672,2.1284987273,1.6474e-06,1.8089518296,1.56519288,1.1922871462,,1.5948018042,0.72317685,0.1585464,,,,0.126945,0.05493231,,0.3162,,0.1043181,,0.003906,,0.00464814,,,1.0051e-06,,0.0,0.0,,,,,,3281.2212529124
303,2024-01-28,884.2002145166,,689.2486274645,357.6671630644,168.7569744383,,85.1305095355,168.9403602779,52.9288556979,150.8707852398,133.8462302105,85.8636622574,72.4886753194,47.2960822852,91.976195659,38.4181248613,0.0,43.764669287,34.0094967539,35.417639412,30.5749125,24.552,8.4763672577,15.0740018045,15.84,0.0035568184,8.6292622124,0.0440187851,9.0836687656,,5.66935068,1.2287562839,2.1204123826,9.677e-07,1.8089518296,1.55555622,1.1134890321,,1.1685998085,0.74108865,0.1348407,,,,0.151125,0.05462262,,0.3069,,0.06962445,,0.003906,,0.00152334,,,1.0051e-06,,0.0,0.0,,,,,,3269.2308033938
304,2024-01-29,895.7959636654,,689.467762858,374.8262367444,133.6450825731,,130.3466643397,195.5764006388,52.6981594793,163.988982916,139.2662548198,102.2050256241,72.488747225,47.296082285,108.2254662668,38.4181248618,0.0,44.484064887,34.0257193573,37.091639412,40.3817625,24.552,9.1259195172,15.0740018051,15.84,0.0018089801,8.6366091424,12.5101403363,9.0909895352,,5.67094098,1.6906531352,2.3198964821,7.365e-07,1.8090497445,1.59090273,1.2809187098,,1.3058791706,0.73391835,0.21383025,,,,0.2448225,0.0561627,,0.186,,0.10892625,,0.003906,,0.00609894,,,7.732e-07,,0.0,0.0,,,0.0,,,3412.2815172217
305,2024-01-30,916.8550845387,,688.7671804457,381.5178150613,106.1284658039,,131.8600030647,183.7792405184,59.2826426616,190.6541967985,139.1650325338,109.8998816769,72.4887667386,47.2960822872,225.4534446019,38.4181248512,0.0,44.8671314551,34.0561522945,36.161639412,41.7209625,24.552,8.4952421296,15.0740018055,15.84,0.0005637502,8.7665129019,13.0298097988,9.1006779277,,5.67133902,1.5824795919,2.3224514039,9.502e-07,1.8091277832,1.62244647,1.2618822425,,1.346460764,0.69771405,0.17091075,,,,0.3052725,0.05500578,,0.0093,,0.1177473,,0.003906,0.0033494078,0.003627,,,9.772e-07,,0.0,0.0,,,0.0,,,3560.2136775484
306,2024-01-31,926.0535268267,,688.612984806,384.4155313672,111.2064342796,,148.870073177,183.6363416538,52.5900932993,247.8872847486,137.3758459056,129.6644180159,72.4886883005,47.2960822866,232.2890585412,38.4181248612,0.0,45.6965263784,34.5152751793,36.812639412,40.719585,24.552,41.5382942714,15.0740018051,15.84,0.0038176434,8.9142151506,14.0248653326,9.1067034956,,5.6708889,2.1097499286,8.0418222042,2.0569e-06,1.8099837923,1.61876646,1.3095851716,,1.4341413374,0.7398192,0.20570205,,,,0.26598,0.05473236,,0.0093,,0.1073592,,0.007812,0.0039076604,0.0018135,,,1.0144e-06,1.7891e-06,0.0,0.0,,,,,,3710.9937803625
307,2024-02-01,790.2054319727,21353.77,701.0975946468,404.014480383,196.1710135698,7883.4454024018,170.2682559313,210.8124115869,6773.5101433769,223.8350468545,137.9429826954,109.8444371483,73.1837261598,47.2960824408,231.9767209435,38.472374736,0.0,46.9150617157,35.5258693861,49.8477431928,45.1805625,24.552,32.9004715704,16.1135881325,15.84,0.0082622967,3.9219843401,10.1281212328,9.753985098,,5.670821196,3.5189605228,4.8405119343,9.586e-07,1.9361402738,1.7329508547,1.3215415498,,3.0123685381,0.7721959968,0.28249215,,,,0.516615,0.05937957,,0.0093,,0.0,,0.001302,0.0075359562,0.003627,,,7.453e-07,8.384e-07,0.0,0.0,,,,,-551.84,39108.3794993974
308,2024-02-02,766.3641204456,0.0,708.8127694397,397.7774522709,190.0881042498,,169.0552824559,224.472304104,59.5569187054,206.6475669514,140.888441813,127.472015502,73.1837330936,47.2960824408,233.4380810745,38.4723747586,0.0,46.1467595818,35.5713046819,47.8017431928,44.395875,24.552,20.9647073679,16.1135881321,15.82,0.0071580612,8.6352825502,18.4147606231,9.767059641,,5.67119022,3.7703422311,3.8292928139,7.41e-07,1.9463367646,1.7535412044,1.3042133103,,3.4254979126,0.7747302468,0.2136954,,,,0.414315,0.05863464,,0.0093,2.94,0.0,,0.001302,0.010698638,0.0056637,,,9.989e-07,8.931e-07,0.0,0.0,,,,,,3697.8442428519
309,2024-02-03,746.7794070888,,717.9370630022,397.5296189907,173.5162193493,,131.9297911496,251.2505011551,55.4605514305,192.3210020176,133.9824229521,87.0843489565,73.1837353249,47.296082437,178.1327952687,38.4723772907,0.0,44.2598148901,35.9364013784,41.6637431928,52.1532375,24.552,51.938178242,16.1135881313,15.84,,9.1382342451,20.8706278459,9.7754719092,,5.674083636,4.5805943893,7.6856676773,9.694e-07,1.9516358301,1.7649885744,1.2527788537,,4.0948360708,0.7819144968,0.2290125,,,,0.740094,0.05933214,,0.0093,5.6,0.0,,0.001302,0.0106986503,0.00646722,,,1.002e-06,,0.0,0.0,,,0.0,,,3581.5599217586
310,2024-02-04,752.1892156903,,719.0086663313,398.5839207359,157.4079827463,,121.8432839509,262.522407525,56.2532056853,187.0421961048,134.1375761976,82.3666088887,73.1837424656,47.2960824384,117.4870281623,38.4723747374,0.0,47.4385250447,36.3667349444,42.3147431928,48.9168375,24.552,25.6306324292,16.1135881313,15.84,0.0094387927,9.1396931649,15.6327606845,9.8356545514,,5.673728376,2.7817511806,4.8321384961,9.677e-07,1.9518599424,1.7308306044,1.1710878626,,2.9691613503,0.7831095468,0.14149485,,,,0.675924,0.05912661,,0.0093,5.04,0.0,,0.001302,0.010697942,0.00392274,,,7.825e-07,,0.0,0.0,,,0.0,,,3467.4203373471
311,2024-02-05,813.4016899264,,719.6397988344,456.4372682085,167.9709109965,,180.1454238824,258.686372262,56.9721020632,188.6236709823,140.4894028367,95.6623378532,73.1837434266,47.2960824384,131.7325138315,38.4723756325,0.0,47.5245119496,35.4557547669,43.0587431928,53.5854375,24.552,16.8180983416,16.1135881313,15.84,0.008838877,9.141585143,14.6554306451,9.8439116583,,5.674241364,3.7976474489,3.3547392339,7.104e-07,1.9518599424,1.8610246824,1.3337169185,,3.5647604493,0.7554234468,0.19124055,,,,0.932604,0.05812593,,0.0093,0.63,0.0078864,,0.001302,0.0106979383,0.00152334,,,9.524e-07,,0.0,0.0,,,,,,3679.4476886875
312,2024-02-06,742.6015015537,,721.0683556086,412.9182359717,169.0585074194,,183.249048973,195.5724194679,58.3155287592,192.6487689092,145.0090783287,93.0913909628,73.1837419061,47.2960824364,130.1647679296,38.47237399,0.0,47.0240776656,35.4660180805,45.1047431928,46.6732125,24.552,8.1725321471,16.1135881313,15.84,0.0066674453,9.9603964868,15.3797249527,9.852266677,,5.674452288,2.7435465849,2.1518664582,9.501e-07,1.9557175691,1.78859547,1.3243082686,,3.5273630124,0.766648814,1.2911469,,,,0.680202,0.05737356,,0.0093,,0.1078986,,0.001302,0.0106979383,0.0010881,,,7.515e-07,,0.0,0.0,,,,,,3498.8865387605
313,2024-02-07,777.8306828846,,769.000636996,418.0840350491,183.7543213019,,187.0469408192,191.7843903399,60.8497125765,197.5027659323,148.5966816647,96.6959921974,73.1837280368,47.296082436,129.8853224375,38.4723740013,0.0,48.2023586258,35.5116865648,46.1277431928,51.8649375,24.552,33.0233481322,16.1135881317,15.84,1.2152157551,10.3005877432,18.2685578596,9.8664988554,,5.674325436,1.7168626851,6.2826312993,7.427e-07,1.9601756293,1.80961254,1.2418470877,,4.0998011861,0.7921543312,0.9747888,,,,1.039554,0.06397191,,0.0093,,0.11058165,,0.001302,0.0106979394,0.0025389,,,1.0082e-06,,0.0,0.0,,,,,,3656.6603361788
314,2024-02-08,757.2698787721,,724.5701508787,413.876288606,182.5135685367,,205.6324749734,214.4867692422,56.7097616611,192.4679140315,148.4645785522,98.7474783259,73.1837274989,47.2960824356,121.45513266,38.4723739948,0.0,46.738644768,35.5168806252,41.6637431928,48.580875,24.552,16.2076768435,16.1135881309,16.12,0.0010860316,10.3015924414,19.86594363,9.8749114382,,5.674408764,2.809436236,3.5523214233,9.694e-07,1.9607962802,1.79457723,1.3448594615,,4.2502328784,0.7569206933,0.9902919,,,,0.70587,0.07380015,,0.0093,,0.1442802,,0.001302,0.0106979362,0.00058032,,,1.0113e-06,,0.0,0.0,,,0.0,,,3584.7627997243
315,2024-02-09,764.9519809861,,719.9034322551,450.2054527425,192.4583838136,,219.6423536347,201.5520922875,57.949303321,234.4151965011,153.6059733485,97.9109815449,73.1837192128,44.9245826332,105.6478731145,38.4723739925,0.0,44.9990449818,35.5949771166,41.9427431928,42.3254625,24.552,8.3188609728,16.1135881309,16.3,0.2201829313,10.3034679794,21.2306514935,9.8802109677,,5.6698299113,2.5791365971,2.328571699,9.66e-07,1.9631454392,1.80849096,1.2310352118,,3.9548014585,0.782416964,4.6053042,,,,0.958272,0.07605912,,0.0093,,0.10568055,,0.001302,0.0106979465,0.00297972,,,7.856e-07,6.32e-08,0.0,0.0,,,0.0,,,3652.691915247
316,2024-02-10,776.6395641363,,713.4350783838,417.3746529986,122.9875257132,,198.1290647784,203.4216141948,55.7310105161,191.163291974,141.5561847048,83.3085445054,73.183716028,27.8776848558,61.463720073,38.472374183,0.0,47.1373638839,34.9949711817,40.3617431928,43.49145,24.552,16.2847802747,16.1135881313,16.32,0.8512409919,10.527475524,20.8872212513,9.8871044681,,5.6769212276,2.797369801,3.6261336286,7.065e-07,1.96420284,1.79577972,1.2716056473,,3.0881129465,0.7523311968,0.16820445,,,,0.325128,0.07281435,,0.0093,,0.10318815,,0.001302,0.010697968,0.00290718,,,7.081e-07,,0.0,0.0,,,,,,3407.8189664653
317,2024-02-11,744.1397204086,,713.7822908948,418.2588764401,113.5662677817,,219.7518989581,203.144804103,55.9455300936,165.2613563488,148.646278096,73.5764414512,73.1837168381,27.8776848638,51.4817768968,38.4723742267,0.0,46.6027294661,37.1724545054,39.4317431928,39.5622,24.552,8.3886624311,16.1135881313,16.32,0.0025807725,10.4730529956,20.7618806712,9.8922800953,,5.688929412,2.0482625128,1.9537073069,9.514e-07,1.96420284,1.80668583,1.2168730605,,2.4083219456,0.7599618468,0.1817778,,,,0.286626,0.07273902,,0.0093,,0.1187052,,0.001302,0.0106979538,0.00610452,,,9.772e-07,,0.0,0.0,,,,,,3334.8963888396
318,2024-02-12,750.530855856,,713.8661514552,422.0842651333,120.8185147293,,261.5008837759,254.7329879043,55.7776680515,169.4728009665,151.0771897862,83.1251739225,73.1837276013,27.8776848812,51.4903548324,38.4723740012,0.0,46.7620648987,32.7605840752,41.4777431928,42.2580375,24.552,8.4186393588,16.1135881309,16.32,0.0022047415,10.5009542516,20.6606055972,9.9635814976,,5.691144672,2.0455594196,2.1915281979,9.694e-07,1.96420284,1.80257616,1.2256402863,,2.4742077117,0.7906936968,0.288114,,,,0.350796,0.07328679,,0.0093,,0.07660875,,0.002604,0.0106979536,0.006975,,,7.856e-07,,0.0,0.0,,,,,,3462.804573374
319,2024-02-13,778.1510284742,,714.5592446803,409.2757617291,168.347305824,,251.9640761062,202.1259858313,58.1575083378,187.4842576831,146.325322987,85.1818811324,73.1837285119,27.8776848846,52.1051045161,38.4723739953,0.0,46.6969809303,32.8379294635,43.1517431928,43.3182375,24.552,32.5601768405,16.1135881305,16.32,0.0116765555,10.4492200471,20.8007419178,9.9790925965,,5.690963136,2.8323770108,6.2545865451,7.427e-07,1.9642581711,1.9916712,1.1434353047,,2.2715118205,0.7854871404,0.21587625,,,,0.496248,0.07497381,,0.0093,,0.0496062,,0.003906,0.0106979531,0.00043524,,,1.002e-06,,0.0,0.0,,,0.0,,,3513.7979873942
320,2024-02-14,765.3861675618,,772.8019827701,415.9529969418,162.0501037405,,306.9642374124,221.8346177785,55.1688166407,176.2984659422,144.6627626621,81.0370967039,73.1837480913,27.877684896,50.1609695601,38.4723740066,0.0,46.8467538701,33.2506848511,41.1987431928,41.12925,24.552,8.5068977578,16.1135881305,16.28,0.0417798498,10.909536389,20.8030633798,10.0485408949,,5.69093598,2.520500201,2.226994036,9.461e-07,1.9643043456,1.92532221,1.347504931,,1.963550019,0.7461309305,0.45022695,,,,0.389298,0.08051475,,0.0093,,0.11684055,,0.003906,0.010697944,0.00966456,,,9.679e-07,,0.0,0.0,,,0.0,,,3580.9885563449
321,2024-02-15,777.3612705823,,804.0782299042,418.4843714705,113.1899527193,,307.0578406824,205.1752879077,56.1861789614,188.0068124002,146.1226811067,81.6215803493,73.1837473898,27.8776848944,45.2600784393,38.4723740387,0.0,44.3595530938,33.3369959632,42.5937431928,38.65545,24.552,32.786810637,16.1135885009,16.34,1.1183661134,12.2204379705,20.9393618115,10.0623737962,,5.690913288,2.4777329932,6.4034220161,1.3736e-06,1.9643043456,1.91041524,1.2840195197,,2.7553009232,0.769050834,0.53495925,,,,0.462024,0.07947501,,,,0.1090518,,0.003906,0.0106979526,0.00486576,,,4.798e-07,,0.0,0.0,,,0.0,0.0,,3599.6169127113
322,2024-02-16,763.7729310788,,811.7137461361,423.248471991,125.3728011058,,401.8250584447,220.2949033706,57.5459855424,184.6167424001,145.589171886,85.338757593,73.1837470817,34.5271840637,46.4422801782,38.4723741584,0.0,43.0053700753,32.8899285866,41.7567431928,39.2541375,24.552,24.9153449458,16.1135887832,16.54,2.2014833897,13.648625979,21.083667666,10.0725676692,,5.691271524,3.9042869406,4.944186268,4.003e-07,1.9644566377,1.889613,1.2318219462,,2.164911717,0.796541634,0.54648195,,,,0.526194,0.08408781,,0.0093,,0.0947112,,0.003906,0.010697951,0.00050778,,,4.553e-07,,0.0,0.0,,,,0.0,,3721.8405900322
323,2024-02-17,745.5204332143,,823.6464652599,408.8210776265,106.7458581382,,221.2348574844,197.2965392176,56.4551379071,179.0594928581,144.3296084488,75.4914500079,73.1837443442,27.8776848648,44.4483558812,38.4723771052,0.0,43.3189629806,32.879385122,39.1527431928,39.7865625,24.552,25.5323734161,16.1135888159,16.32,0.0,12.2341905332,21.0783889695,10.0799240827,,5.691028236,4.2824847617,4.9778878641,4.319e-07,1.9647550069,1.85023773,1.3734725121,,1.9404760118,0.788511084,0.22196775,,,,0.325128,0.07791633,,0.0093,,0.083235,,0.003906,0.0106979518,0.0034875,,,4.71e-07,,0.0,0.0,,,0.0,,,3447.2356946123
324,2024-02-18,734.6303002645,,833.5530018069,401.1392754321,106.3683719699,,214.7988197033,175.5438921482,56.5192130682,174.1471432973,144.3563338387,72.3169080564,73.1837404533,27.8776848658,42.7361784461,38.4723797103,0.0,42.7111576504,32.8838655563,38.4087431928,33.69855,24.552,8.6422156967,16.1135888545,16.34,2.7031332513,12.1266965272,21.0494660392,10.0868479207,,5.698599924,3.6414880959,1.9924704026,4.674e-07,1.9653015532,1.82139471,1.2038375442,,1.0737656924,0.791905584,0.1896642,,,,0.19251,0.07687659,,0.0093,,0.1129485,,0.003906,0.0106979505,0.00305226,,,4.553e-07,,0.0,0.0,,,0.0,,,3373.7472276796
325,2024-02-19,733.5193321133,,833.6531301871,413.8104350751,111.9101183549,,357.2926282317,204.7449613588,58.8403616859,180.8825966208,143.900220444,80.3335860327,73.1837317196,31.8069337623,45.4318699581,38.4723794429,0.0,42.5552941741,32.8429351435,37.8493481928,38.136975,24.552,0.0247460969,16.1135888284,16.32,0.0,12.9659935229,21.011397357,10.0940267231,,5.691163272,3.5614708645,0.8151427114,4.161e-07,1.9673454534,1.84577094,1.3698325908,,1.8746567733,0.792231084,0.280581,,,,0.295182,0.07999767,,0.0093,,0.1039833,,0.003906,0.0106979502,0.00305226,,,3.611e-07,,0.0,0.0,,,0.0,0.0,,3578.9529046727
326,2024-02-20,750.9823793026,,834.2580198072,428.0573081413,116.2535067192,,395.7297813586,190.4317724317,57.6908317373,179.0232655086,144.9644571465,89.2151092131,73.1837305271,35.7361838683,45.6721213736,38.4723777345,0.0,42.9367650794,33.3877895097,39.8037431928,39.66915,24.552,17.3839148658,16.1135888409,16.32,3.6994903043,13.1287499646,22.4570536808,10.1884793672,,5.69143818,3.1094931687,3.4402276132,3.59e-07,1.9676598768,1.86035427,1.239186126,,2.3187943552,0.798001734,0.2320908,,,,0.507966,0.08362281,,0.0093,,0.0974919,,0.022134,0.0106979494,0.00014508,,,4.396e-07,,0.0,0.0,,,0.0,0.0,,3680.700174337
327,2024-02-21,793.8929114159,,835.0587351619,428.42856654,108.1791117928,,271.5681315954,212.7631612162,56.246138096,178.2636594305,142.4615768983,94.8053187048,73.1837267188,28.7844345813,46.4218112849,38.4723788371,0.0,43.0438972136,33.5418256257,39.8037431928,46.9312875,24.552,51.0351357706,16.1135887966,16.32,0.1838263648,12.8583993155,21.2598347895,10.1986301715,,5.69141958,14.9213970464,9.2575476271,4.663e-07,1.9686365,1.85538807,1.2452313176,,2.1108297973,0.794821134,0.27580545,,,,1.118418,0.06860145,,0.0093,,0.09452985,,0.005208,0.0106979502,0.0031248,,,4.553e-07,,0.0,0.0,,,,0.0,,3663.8027885087
328,2024-02-22,762.3947238514,,743.9145376244,439.9507096233,116.9564749761,,277.0071296384,221.3322576953,57.5961751101,182.2775592816,141.4093530416,85.8598136112,73.1837670095,28.4821846834,46.8976491837,38.4723795546,0.0,43.18712866,33.6306423682,40.4463731928,47.0033625,24.552,8.3226452971,16.1135882627,16.32,0.0117537215,12.5061148044,21.7271950848,10.2417323807,,5.691486912,3.672942417,2.3505846254,8.155e-07,1.9698134808,1.88601669,1.2385589303,,2.2888879379,0.792370584,0.42598185,,,,0.639654,0.05885877,,0.0093,,0.09587835,,0.003906,0.0198139208,0.00021762,,,8.428e-07,9.54e-07,0.0,0.0,,,0.0,,,3510.9415258573
329,2024-02-23,778.7298624025,,787.620755174,433.9068851499,115.6529030074,,415.0281790212,204.6944720043,62.8790999158,179.7795694932,131.7749646075,86.8447229266,73.1838817124,32.4114333663,46.7862674297,38.4723800464,0.0,43.6654393096,34.0713019916,40.4547431928,38.936775,24.552,26.1968508247,16.1135881321,16.32,0.0083302478,13.1406822472,22.2170198546,10.2972144552,,5.694186888,4.6056325758,5.047620692,9.592e-07,1.9698134808,1.8573885,1.2220671145,,2.5635201553,0.803860734,0.1977831,,,,0.385578,0.05673651,,0.0093,,0.09169335,,0.009765,0.0267902225,0.00297972,,,7.608e-07,,0.0,0.0,,,0.0,,,3698.2840392757
330,2024-02-24,771.3660013626,,732.0615204091,429.3594876473,104.9955584621,,503.7723307702,235.852331513,57.1885382083,175.7107534342,130.9965389785,80.07559838,73.1838957197,36.0384321375,45.8433274248,38.4723788246,0.0,42.7485207379,34.2591234236,37.8479531928,39.8842125,24.552,16.5994046314,16.1135881313,16.32,0.0001102371,12.5774231617,21.2658788018,10.3387767268,,5.703049416,4.2764996429,3.7076216366,9.607e-07,1.9698456312,1.85498631,1.1639913536,,2.5216706723,0.790696584,0.1682091,,,,0.27807,0.05155827,,0.0093,,0.0933906,,0.003906,0.0267902225,0.0031248,,,9.865e-07,,0.0,0.0,,,0.0,0.0,,3710.0463970026
331,2024-02-25,763.7800113985,,734.8106634043,415.7761608917,99.455650279,,493.2730564282,201.7258571505,57.2627132122,176.9210686201,131.0130747776,76.3298683925,73.1838967338,35.7361822386,44.5972116246,38.472378834,0.0,42.2358546721,34.4628685298,37.8465581928,35.942175,24.552,8.5448981234,16.1135881305,16.32,,13.0935377146,21.6097747424,10.3808718165,,5.697014088,58.0206567212,2.0593151742,9.535e-07,1.9699538304,1.82509146,1.0952320937,,1.8784269306,0.774333234,0.17852745,,,,0.2871375,0.05144202,,0.0093,,0.0848439,,0.003906,0.0267902236,0.00639468,,,9.834e-07,,0.0,0.0,,,0.0,0.0,,3677.4082881503
332,2024-02-26,797.4671010864,,735.271031194,418.8820423032,84.4260825407,,554.0537460163,236.0126917754,59.1435281738,181.8355513228,136.2052739587,83.3814232068,73.1838991842,36.0384321375,46.9023216854,38.4723788444,0.0,43.9653178247,34.5335154865,40.6407431928,41.805825,24.552,24.7634047989,16.1135881309,16.32,0.110717046,13.5435136844,22.8676086367,10.4245542597,,5.6980077,2.3432389824,5.3327492822,7.285e-07,1.9699538304,1.86713955,1.2378338923,,2.4871889296,0.782912484,0.21957765,,,,0.3294525,0.05453055,,0.0093,,0.0904797,,0.003906,0.0267902214,0.00050778,,,7.546e-07,,0.0,0.0,,,,0.0,,3793.3698620256
333,2024-02-27,832.3278745331,,785.6418628869,422.5964228048,82.0223525545,,551.3536092541,204.8111604629,78.0224614614,179.3272250419,131.2063210081,89.2043370623,73.1838962235,35.736182237,46.9763267828,38.4723797794,0.0,43.7219058262,35.0015053488,40.3589531928,40.523355,24.552,32.9944566556,16.1135881299,16.32,0.0107995586,13.3351020042,23.4103706978,10.5133093366,,5.698074288,80.2148300331,6.5356959577,1.3111e-06,1.969982826,1.85457339,1.2443328238,,2.8996027204,0.779713284,0.21898245,,,65.60685,0.4019925,0.0522288,,0.0093,,0.0690897,,0.01302,0.0267902236,0.00617706,,,9.834e-07,,0.0,0.0,,,0.0,,,4015.3389961943
334,2024-02-28,849.6994820656,,743.1078159742,437.0108421159,84.222409461,,579.9776906939,219.6197130088,88.6739863908,184.146278577,131.174044345,85.4448432126,73.1838512844,36.0384321351,46.9883037949,38.472379804,0.0,48.0743680507,35.047641306,38.6877431928,34.09473,24.552,33.663614352,16.1135881313,16.32,0.0183458983,12.4968065651,23.6578225405,10.5221595487,,5.698274796,2.9342772647,6.6647033084,2.828e-06,1.9707895173,1.88296164,1.2481864772,,2.4924478064,0.781461684,0.2133048,,,22.654986,0.33852,0.05284818,,0.0093,,0.0871968,,0.010416,0.0267899842,0.00719262,,,9.865e-07,,0.0,0.0,,,0.0,,,3938.0825531413
335,2024-02-29,783.1167224985,,742.7035014332,443.190513824,84.3394973868,,584.0810554365,211.0942636317,61.478680033,184.1894063535,131.127542081,85.6951574295,73.1836566477,36.0384321351,47.4950773152,38.4723764548,0.0,49.6247977912,35.0335901514,40.0827431928,35.66922,24.552,25.136197628,16.1135881317,16.32,1.2824538303,13.5607188048,23.7404570722,10.5315242903,,5.697922512,13.5400636865,5.0008996193,7.308e-07,1.9716375354,1.86513354,1.2837747574,,2.7580773476,0.787343934,0.2241486,,,0.764832,0.4563975,0.05434362,,0.0093,,0.0789012,,0.022785,0.0267902225,0.00079794,,,7.608e-07,,0.0,0.0,,,0.0,0.0,,3832.3963240595
336,2024-03-01,814.6978189632,23814.67,736.721032849,422.6230017747,122.9241701311,8583.8004843847,586.9397138716,236.450547879,7235.6976334002,183.9566223605,131.4119540583,88.6205294847,72.4885878452,35.7361820932,48.7977257545,38.4181301039,0.0,47.0196622239,32.8017489626,48.530639412,42.38475,24.552,66.0804869491,15.0740018019,16.28,0.0157025,8.1624579135,18.041040048,9.8631870028,,5.698172124,3.3731828966,9.0830553358,1.442e-06,1.8470286335,1.75474932,1.2868852573,,0.0253175924,0.74889655,0.3415332,,,,0.3255,0.05760792,,0.0093,,0.0,,0.0,0.0267921208,0.00356004,,,9.896e-07,,0.0,0.0,,,0.0,0.0,-600.87,42906.4713951896
337,2024-03-02,798.6926484161,,743.5540750898,423.4447187899,116.2281878624,,550.694805672,247.4956923954,53.8110295042,181.9643989472,131.1806137847,88.8578132103,72.4885869964,36.0384319986,47.2360914817,38.4181336671,0.0,48.326506559,33.1187677446,42.298244412,37.5255,24.552,54.6287201204,15.0740018015,16.32,0.0,11.4394360218,21.5074174016,9.8996360613,,5.697412128,2.7095961284,7.7358846668,9.558e-07,1.8496460259,1.7141325,1.2277814256,,3.9748659863,0.7439607,0.19414215,,,,0.418686,0.05520108,,0.0093,,0.0,,0.0,0.0267921244,0.0058869,,,9.803e-07,,0.0,0.0,,,,0.0,,3871.1587476895
338,2024-03-03,762.1347189162,,741.9497255487,413.2105374424,111.1303832745,,552.9959155707,247.8528091962,53.9980003774,174.7113344224,131.1092877537,83.2904053322,72.4885878037,35.7361820932,44.3025597431,38.4181327275,0.0,48.7257843142,33.1585086154,40.904639412,37.244175,24.552,10.3110363676,15.0740018015,16.32,0.0,11.6276565425,21.5196842944,9.9369673541,,5.696963496,3.3999447158,2.2232743958,9.59e-07,1.8499352808,1.70094975,1.1443139448,,2.4366234245,0.7417287,0.1658748,,,,0.397296,0.05549589,,0.0093,,0.0,,0.0,0.0267921221,0.00058032,,,7.515e-07,,0.0,0.0,,,0.0,,,3752.5521084539
